text : 39健康网首页	link : http://www.39.net/
text : 慢性病专区 慢性病专门是指不构成传染、具有长期积累形成疾病形态损害的疾病的总称...	link : https://jbk.39.net/zq/manxingbing/
text : 传染病专区 传染病〔Infectious Diseases〕是由各种病原体引起的能在人与人...	link : https://jbk.39.net/zq/chuanranbing/
text : 癌症专区 在医学上，癌是指起源于上皮组织的恶性肿瘤，是恶性肿瘤中最常见的一类...	link : https://jbk.39.net/zq/aizheng/
text : 职业病专区 职业病是指企业、事业单位和个体经济组织的劳动者在职业活动中...	link : https://jbk.39.net/zq/zhiyebing/
text : 更多测试	link : http://test.39.net/
text : 健康状况	link : http://test.39.net/test/341.html
text : 男性不育	link : http://test.39.net/test/702.html
text : 女性不孕	link : http://test.39.net/test/1405.html
text : 减肥自测	link : http://test.39.net/test/15.html
text : 智商测试	link : http://test.39.net/test/5435.html
text : 肤质测试	link : http://test.39.net/test/7179.html
text : 你的高血压程度怎样？	link : http://test.39.net/test/6342.html
text : 你的心理抗压能力做够强大吗？	link : http://test.39.net/test/1563.html
text : 测测你有社交恐惧症吗	link : http://test.39.net/test/4133.html
text : 坐了那么久，你的腰还好吗？	link : http://test.39.net/test/7035.html
text : 开始测试	link : http://test.39.net/test/7181.html
text : 老中医帮你测身体里有多少毒？	link : http://test.39.net/test/30.html
text : 看看您离颈椎病有多远	link : http://test.39.net/test/6969.html
text : 开始测试	link : https://fxm.ydl.com/ceshi/3445?cps_channel_p=B.324.484.1721.18092856
text : 你的情绪“过火”了吗?	link : http://test.39.net/test/7006.html
text : 躁狂抑郁性精神病自测	link : http://test.39.net/test/864.html
text : 高血压 高血压是以体循环动脉压升高为主要临床表现的心血管综合征，在未用抗高血压药的情...	link : http://jbk.39.net/gxy/
text : 冠心病 冠心病是冠状动脉性心脏病的简称，亦称缺血性心脏病。是一种由冠状动脉器质性狭窄...	link : http://jbk.39.net/gxb/
text : 心动过缓 心动过缓是心律失常的一个重要类型。可见于健康的成人，尤其是运动员、老年人和睡...	link : http://jbk.39.net/zhengzhuang/xdgh/
text : 黑痣 色素痣也简称色痣，斑痣或黑痣，是由正常含有色素的痣细胞所构成的最常见于的皮肤...	link : http://jbk.39.net/zhengzhuang/hz1/
text : 双氢睾酮 双氢睾酮(dihydrotestosterone，DHT)可由睾丸直接产生，也可以由周围组织将雄激素和雌激素...	link : http://jbk.39.net/jiancha/sqgt/
text : 黄体酮 孕酮(progesterone，P)是21C类固醇激素，由胆固醇经孕烯醇酮通过异构酶转化而成。在非妊...	link : http://jbk.39.net/jiancha/ytong/
text : 牙齿矫正 牙齿矫正包括范围较广，通常是指通过口腔技术手段，修整牙齿排列不齐、牙齿形态异...	link : http://jbk.39.net/shoushu/ycjz/
text : 矫牙 牙齿矫正是通过正畸或外科手术等方法治疗错颌畸形，错颌畸形是指儿童生长发育过程...	link : http://jbk.39.net/shoushu/jy/
text : 乳房的血管解剖 乳房的血供主要来源于内乳动脉和胸外侧动脉。乳房的60%（主要是中部和中央部分）靠内乳...	link : /yxmc/ruxianzhongliuxue/rufangdexueguanjiepou/
text : 背部 背是指人体躯干的后方部分，从臀部上方一直延伸到肩膀以及脖子。它的高度由脊椎决...	link : /yxmc/rentiqiguan/bb1/
text : 心理百科 　心理百科是指包括心理理论、心理技术、心理人物、心理案例等相关心理知识内容的综述...	link : /xbk/xlbk/
text : 青春期心理问题 青春期是个体由儿童向成年人过渡的时期。通常人们把青春期与儿童期加以明显区分，...	link : /xbk/qcqxlwt/
text : 早孕反应	link : http://jbk.39.net/zyfy/
text : 肺结核	link : http://jbk.39.net/fjh/
text : 毛囊炎	link : http://jbk.39.net/mny/
text : 卵巢囊肿	link : http://jbk.39.net/lcnz/
text : 白血病	link : http://jbk.39.net/bxb/
text : 尿毒症	link : http://jbk.39.net/ndz/
text : 鼻炎	link : http://jbk.39.net/by/
text : 脚气	link : http://jbk.39.net/jq/
text : 过敏性紫癜	link : http://jbk.39.net/gmxzd/
text : 胆囊息肉	link : http://jbk.39.net/dnxr/
text : 支气管炎	link : http://jbk.39.net/zqgy/
text : 脂肪瘤	link : http://jbk.39.net/zfl/
text : 扁平疣	link : http://jbk.39.net/bpy/
text : 生殖器疱疹	link : http://jbk.39.net/szqpz/
text : 水痘	link : http://jbk.39.net/sd/
text : 黄疸	link : http://jbk.39.net/hd/
text : 破伤风	link : http://jbk.39.net/psf/
text : 肺癌	link : http://jbk.39.net/fa/
text : 中耳炎	link : http://jbk.39.net/zey/
text : 红斑狼疮	link : http://jbk.39.net/hblc/
text : 乳房早发育	link : http://jbk.39.net/zhengzhuang/rfzfy/
text : 淋巴结肿大	link : http://jbk.39.net/zhengzhuang/lbjzd/
text : 发烧	link : http://jbk.39.net/zhengzhuang/fs/
text : 肝掌	link : http://jbk.39.net/zhengzhuang/gz/
text : 便血	link : http://jbk.39.net/zhengzhuang/bx/
text : 结节	link : http://jbk.39.net/zhengzhuang/jj1/
text : 腰疼	link : http://jbk.39.net/zhengzhuang/yt6/
text : 喉咙痛	link : http://jbk.39.net/zhengzhuang/hlt/
text : 血热	link : http://jbk.39.net/zhengzhuang/xr/
text : 尿频	link : http://jbk.39.net/zhengzhuang/np/
text : 睡觉时突然抽搐一下	link : http://jbk.39.net/zhengzhuang/sjstrccyx/
text : 性交	link : http://jbk.39.net/xbk/xj
text : 性生活	link : http://jbk.39.net/xbk/xsh
text : 口交	link : http://jbk.39.net/xbk/kj
text : 乱伦	link : http://jbk.39.net/xbk/ll
text : 性爱	link : http://jbk.39.net/xbk/xa
text : 阴道	link : http://jbk.39.net/xbk/yd
text : 自慰	link : http://jbk.39.net/xbk/zw
text : 同性恋	link : http://jbk.39.net/xbk/txl
text : 肛交	link : http://jbk.39.net/xbk/gj2
text : 女人	link : http://jbk.39.net/xbk/nr
text : 阴茎	link : http://jbk.39.net/xbk/yj
text : 阴部	link : http://jbk.39.net/xbk/yb
text : 排卵期	link : http://jbk.39.net/xbk/plq
text : 性高潮	link : http://jbk.39.net/xbk/xgc
text : 性技巧	link : http://jbk.39.net/xbk/xjq
text : 做爱姿势	link : http://jbk.39.net/xbk/zazs
text : 六味地黄丸	link : http://jbk.39.net/xbk/lwdhw
text : 潮吹	link : http://jbk.39.net/xbk/cc
text : 性文化	link : http://jbk.39.net/xbk/xwh
text : 避孕套	link : http://jbk.39.net/xbk/byt
text : 春药	link : http://jbk.39.net/xbk/cy
text : 安全期	link : http://jbk.39.net/xbk/aqq
text : 射精	link : http://jbk.39.net/xbk/sj
text : 女用避孕套	link : http://jbk.39.net/xbk/nybyt
text : 手淫	link : http://jbk.39.net/xbk/sy1
text : 安全期	link : http://jbk.39.net/yxmc/muyingjiankang/aqq/
text : 剖腹产	link : http://jbk.39.net/yxmc/muyingjiankang/pfc/
text : 妊娠	link : http://jbk.39.net/yxmc/muyingjiankang/rs/
text : 代孕	link : http://jbk.39.net/yxmc/muyingjiankang/dyun/
text : 试管婴儿	link : http://jbk.39.net/yxmc/muyingjiankang/sgye/
text : 自然分娩	link : http://jbk.39.net/yxmc/muyingjiankang/zrfm/
text : 人工受精	link : http://jbk.39.net/yxmc/muyingjiankang/rgsj/
text : 无痛分娩	link : http://jbk.39.net/yxmc/muyingjiankang/wtfm/
text : 乳房	link : http://jbk.39.net/yxmc/rentiqiguan/rf/
text : 乳头	link : http://jbk.39.net/yxmc/rentiqiguan/rt/
text : 甲状腺	link : http://jbk.39.net/yxmc/rentiqiguan/jzx/
text : 男性生殖器	link : http://jbk.39.net/yxmc/rentiqiguan/nxszq1/
text : 灰指甲	link : http://jbk.39.net/yxmc/rentiqiguan/hzj/
text : 尿道	link : http://jbk.39.net/yxmc/rentiqiguan/nd/
text : 前列腺	link : http://jbk.39.net/yxmc/rentiqiguan/qlx/
text : 子宫	link : http://jbk.39.net/yxmc/rentiqiguan/zg/
text : 女性生殖器	link : http://jbk.39.net/yxmc/rentiqiguan/nxszq/
text : 睾丸	link : http://jbk.39.net/yxmc/rentiqiguan/gw/
text : 淋巴结	link : http://jbk.39.net/yxmc/rentiqiguan/lbj/
text : 排卵期	link : http://jbk.39.net/yxmc/shengwuyixue/plq/
text : 玻尿酸	link : http://jbk.39.net/yxmc/shengwuyixue/bns/
text : 维生素b2	link : http://jbk.39.net/yxmc/shengwuyixue/ws1be/
text : 维生素b6	link : http://jbk.39.net/yxmc/shengwuyixue/ws1bl/
text : 维生素e	link : http://jbk.39.net/yxmc/shengwuyixue/wsse/
text : 黄体酮	link : http://jbk.39.net/yxmc/shengwuyixue/ht1/
text : 妊娠纹	link : http://jbk.39.net/yxmc/shengwuyixue/rsw/
text : 孕酮	link : http://jbk.39.net/yxmc/shengwuyixue/yt/
text : 癌症	link : http://jbk.39.net/yxmc/shengwuyixue/az/
text : 丰胸	link : http://jbk.39.net/yxmc/yixuejishu/fx1/
text : 五行	link : http://jbk.39.net/yxmc/zhongyishuyu/wx1/
text : 艾灸	link : http://jbk.39.net/yxmc/zhongyishuyu/aj/
text : 心理暗示 心理暗示，是指用含蓄、间接的方式，对别人的心理和行为产生影响，是人们日常生活中，最常见的心理现象...	link : /yxmc/4217549/
text : 内科 内科学是临床医学的一个专科，几乎是所有其他临床医学的基础，亦有医学之母之称。内科学的内容包含...	link : /yxmc/4185852/
text : 内脏 内脏是指在体腔内，借管道直接或间接与外界相通的器官的总称。主要包括人体胸腔、腹腔和盆腔器官的分布...	link : /yxmc/4185853/
text : 神经内科 神经内科是独立的二级学科，不属于内科概念．神经系统由脑、脊髓及周围神经组成。主要诊治脑血管疾病（...	link : /yxmc/4186422/
text : 基因编辑 基因编辑是CRISPR基因编辑技术。它也被称为是“基因魔剪”。简单来讲，这种技术能够以极高的准确性，精准地对...	link : /yxmc/7781/
text : HPV 人乳头瘤病毒是一种属于乳多空病毒科的乳头瘤空泡病毒A属，是球形DNA病毒，能引起人体皮肤黏膜的鳞状上...	link : /yxmc/4217537/
text : prp 富含血小板、血浆或富含生长因子的血液。PRP技术是指利用自身的血液，提取出富含高浓度血小板和各种自身...	link : /yxmc/4217542/
text : 嗜酸性粒细胞 嗜酸性粒细胞是白细胞的一种。白细胞根据形态差异可分为颗粒和无颗粒两大类。颗粒白细胞（粒细胞）中含...	link : /yxmc/4186556/
text : 八段锦 即八段锦。小儿指纹诊法。指小儿指纹的纹形改变及其延伸方向共八种类型的合称。小儿指纹形状及其伸延方...	link : /yxmc/3931627/
text : 五行 五行学说，是以木、火、土、金、水五种物质的特性及其相生、相克规律来认识世界、解释世界和探求宇宙事物运...	link : /yxmc/3931694/
text : 通贯掌 通贯掌又叫断掌纹，是一种很特殊的掌纹。智慧线和感情线合为一，横贯全掌，为真通贯掌。其它各种通贯掌...	link : /yxmc/4186941/
text : 泪痣 太阳穴和颧骨最高点连成直线，颧骨和外眼角为外围的区域都是泪痣的范围。滴泪痣：眼睛下方的那颗痣...	link : /yxmc/4183788/
text : 背部 背是指人体躯干的后方部分，从臀部上方一直延伸到肩膀以及脖子。它的高度由脊椎决定，而宽度则取决于肋...	link : /yxmc/4217563/
text : 泪腺 泪腺是由细管状腺和导管组成，它就是分泌泪液的器官。泪腺位于眼眶外上方泪腺窝里，分为上下两个部分：上部...	link : /yxmc/3932167/
text : 输卵管 输卵管为一对细长而弯曲的管，位于子宫阔韧带的上缘，内侧与宫角相连通，外端游离，与卵巢接近，全长为...	link : /yxmc/4186934/
text : 咽喉 生理上指喉咙，包括咽、食管上部、喉及气管的通向胃和肺的通道，颈的前方上部紧接面颊的部分，也用以比...	link : /yxmc/4187006/
text : 高龄产妇 "高龄产妇"，是指年龄在35岁以上第一次妊娠的产妇，或受孕时34岁以上的产妇。一般来讲，高龄产妇的胎儿...	link : /yxmc/4208346/
text : 产道 产道是胎儿娩出时的通道。产道由子宫下段、子宫颈、阴道以及骨盆底软组织所构成的软管道以及真骨盆所形...	link : /yxmc/3932645/
text : 横位 横位除胎儿极小或死胎浸软极度折叠后才能自然娩出外，正常大小的足月胎儿不可能从阴道自产。如不及时处...	link : /yxmc/3932654/
text : 上环 “上环”是我国育龄期妇女最常用的长效避孕措施，往往一个环在体内放置的时间可达十余年。放环本身是一个...	link : /yxmc/3932385/
text : 【图】异位埋伏阻生智齿 智齿一般是生长萌出或阻生在第二磨牙远中即在颌骨一定空间内的，但是如果智齿的生长位置超出这个范围内生长...	link : /yxmc/25721/
text : 【图】智齿与颌面间隙 智齿的炎症可沿着周围的组织间隙向周边扩散，引起周边组织的感染。了解周边的间隙边界及交通对患者炎症的控...	link : /yxmc/25682/
text : 智齿与血管 智齿术后出血较多，或较长时间后仍有出血，可能是由于智齿拔除术中损伤到智齿邻近的血管，故在术前应熟悉智...	link : /yxmc/25677/
text : 智齿发育萌出过程中的变化 如前所述，下颌智齿是在下颌支内开始发育的，开始时其牙合面与下颌平面呈一定角度即前倾角，要获得正常的萌...	link : /yxmc/25647/
text : 性传播感染的流行病学 20世纪50年代以前，性传播感染（以下简称性病）在我国曾猖獗流行，估计患者近1000万人，严重摧残劳动人民的心...	link : /yxmc/45572/
text : 健康网	link : http://www.leha.com
text : 中华康网	link : http://www.cnkang.com
text : 医生在线网	link : http://51daifu.com/
text : 互联网医院	link : https://www.haodf.com
text : 宝宝网	link : https://www.xiaoxiongwang.com/
text : 医疗健康指南	link : http://wh.39.net/
text : 医学百科	link : http://www.wiki8.com/
text : 女性网	link : https://beauty.pgpie.com/
text : 女性健康	link : http://health.pclady.com.cn
text : 北京皮肤病医院	link : http://pf.39.net/pfb/
text : 疾病查询	link : http://jbk.familydoctor.com.cn/
text : 癫痫病能治愈吗	link : http://naoke.39.net
text : 新生儿有黄疸怎么办	link : http://jbk.39.net/hd/160519/4854375.html
text : 脂肪瘤有危害吗	link : http://jbk.39.net/zfl/160516/4854836.html
text : 如何排出结石	link : http://jbk.39.net/sjs1/141126/4519966.html
text : 新生儿病理性黄疸	link : http://jbk.39.net/hd/160519/4854628.html
text : 脱臼吃什么好	link : http://jbk.39.net/gjtw/160519/4854846.html
text : 包皮手术	link : http://jbk.39.net/bpgz/141014/4493780.html
text : 驱赶妇科寒流	link : http://jbk.39.net/zgjl/mydy/151127/4734309.html
text : 痛风的症状	link : http://jbk.39.net/tf/zztz/
text : 急性盆腔炎怎么治疗	link : http://jbk.39.net/pqy/160519/4854460.html
text : 冬季如何吃得健康又营养	link : http://jbk.39.net/wy2/mydy/151213/4742659.html
text : 反流性食管炎	link : http://jbk.39.net/flxsgy/
text : 麦粒肿	link : http://jbk.39.net/mlz/
text : 癫痫病的治疗	link : http://jbk.39.net/dx/
text : 狐臭	link : http://jbk.39.net/hc/
text : 自闭症	link : http://jbk.39.net/zbz/
text : 手足口病怎么治疗	link : http://jbk.39.net/szkb/
text : 肾功能不全能恢复吗	link : http://jbk.39.net/mxsgnsj/160520/4854257.html
text : 什么是过敏性紫癜	link : http://jbk.39.net/gmxzd/160521/4854855.html
text : 鼻炎	link : http://jbk.39.net/by/
text : 诊治肠胃疾病保健康	link : http://jbk.39.net/wy2/mydy/151125/4733298.html
text : 胆囊息肉如何治	link : http://jbk.39.net/dnxr/160521/4854700.html
text : 早孕怎么办	link : http://jbk.39.net/zyfy/160518/4854367.html
text : 鼠标手	link : http://jbk.39.net/sbs/
text : 口腔出现白斑	link : http://jbk.39.net/kqnmbb/160518/4854845.html
text : 热淋清颗粒	link : http://wapypk.39.net/509459/
text : 直肠癌	link : http://jbk.39.net/zca/
text : 股骨头坏死	link : http://jbk.39.net/ggths/
text : 怎么治急性肠胃炎	link : http://jbk.39.net/jxwy/160215/4770897.html
text : 冠心病怎样治疗	link : http://jbk.39.net/gxb/160519/4854481.html
text : 腹股沟淋巴结肿大	link : http://jbk.39.net/zhengzhuang/fgglbjzd/jcjb/
text : 肺结核好治吗	link : http://jbk.39.net/fjh/160517/4854444.html
text : 更多>>	link : /zq/weishoulu
text : 网站简介	link : http://corp.39.net/info/about.html
text : 网站地图	link : https://jbk.39.net/map
text : 友情链接	link : http://daohang.39.net/
text : 媒体报道	link : http://news.39.net/mtbd/
text : 合作伙伴	link : http://links.39.net/nylj
text : 人才招聘	link : http://job.39.net/
text : 网络营销中心	link : http://corp.39.net/adcenter/
text : 联系方式	link : http://corp.39.net/info/contact.html
text : 电脑版	link : https://jbk.39.net/
text : 手机版	link : https://wapjbk.39.net/
text : 39健康网	link : http://www.39.net/
text : 	link : http://58.62.173.137/impeach.php?appid=68&sign=b6b5f07aa7a591aecbfa36ad7ab72d24
